fid,hilarriid,nididfull,nidid,otrstrctid,grand_id,dam_name,longitude,latitude,state,loc_flag,eha_cmplx,eha_ptid,pt_name,pt_lat,pt_lon,eia_ptid,fcdocket,nhdv2comid,nhdwbcomid,nhdwbflag,hylake_id,hylakeflag,lagoslkid,lagosflag,nhdhr_id,nhdhr_flag,huc_02,huc_12,ehadamflag,statusflag,ra2012_flag,pipestatus,ret_year,ar_rem_id,rem_year,dataset,atrbtnotes,loc_type,prjct_type,prjct_dtl,usgs_gage,gage_flag,sed_dsnum,NLA_2007,NLA_2012,NLA_2017,NLA_2022
"1424","2058",NA,NA,NA,"-9999",NA,-122.75,42.4833,OR,NA,hc7346,hc7346_p01,NICHOLS GAP,42.4833,-122.75,NA,P-8704,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","171003070812",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-14335500,NA,"-9999",NA,NA,NA,NA
"1425","2825",NA,NA,NA,"-9999",NA,-122.3524,41.9298,CA,NA,hc7348,hc7348_p01,UPPER COLD SPRINGS POWERHOUSE,41.9298,-122.3524,NA,P-8726,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180102060701",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1426","2302",NA,NA,NA,"-9999",NA,-116.0333,48.65,MT,NA,hc7349,hc7349_p01,UPPER PINE CREEK,48.65,-116.0333,NA,P-8727,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170101040203",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1427","2907",NA,NA,NA,"-9999",NA,-121.9415,40.5295,CA,NA,hc1913,hc1913_p01,NICHOLS,40.5295,-121.9415,"50156",P-5766,"2764520","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201540401",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1428","1944",NA,NA,NA,"-9999",NA,-113.2756,37.1904,UT,NA,hc7352,hc7352_p01,PAH TEMPE POWERHOUSE,37.1904,-113.2756,NA,P-8811,"10024000","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"15","150100080508",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1429","2989",NA,NA,NA,"-9999",NA,-149.7292,61.2194,AK,NA,hc7353,hc7353_p01,EKLUTNA  ENERGY RECOVERY STA,61.2194,-149.7292,NA,P-8827,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"19","190204010806",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1430","2241",NA,NA,NA,"-9999",NA,-120.534235,46.448828,WA,NA,hc4106,hc4106_p01,DROP 2,46.448828,-120.534235,"6507",NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170300030401",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1431","2242",NA,NA,NA,"-9999",NA,-120.560054,46.423149,WA,NA,hc4107,hc4107_p01,DROP 3,46.423149,-120.560054,"6508",NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170300030401",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1432","1969",NA,NA,NA,"-9999",NA,-119.980544,39.523879,NV,NA,hc4109,hc4109_p01,VERDI,39.523879,-119.980544,"6531",NA,"8931986","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"16","160501020504",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1433","2869",NA,NA,NA,"-9999",NA,-121.92,40.8738,CA,NA,hc1921,hc1921_p01,HATCHET CREEK PROJECT,40.8738,-121.92,"10882",P-5931,"7952070","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180200031102",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11364250,NA,"-9999",NA,NA,NA,NA
"1434","2433",NA,NA,NA,"-9999",NA,-117.4977,33.831,CA,NA,hc1922,hc1922_p01,TEMESCAL,33.831,-117.4977,"479",P-5938,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180702030603",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1435","2881",NA,NA,NA,"-9999",NA,-121.881097,41.039023,CA,NA,hc2046,hc2046_p01,NELSON CREEK,41.039023,-121.881097,"50223",P-9029,"7948288","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180200031005",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11362800,NA,"-9999",NA,NA,NA,NA
"1436","2966",NA,NA,NA,"-9999",NA,-131.530638,55.118833,AK,NA,hc4113,hc4113_p01,CHESTER LAKE,55.118833,-131.530638,"7168",NA,"-9999","-9999",NA,"805508",NA,"-9999",NA,NA,NA,"19","190101020704",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1437","2892",NA,NA,NA,"-9999",NA,-121.9908,40.94,CA,NA,hc7362,hc7362_p01,SILVER SPRINGS POWERHOUSE,40.94,-121.9908,NA,P-8975,"7952786","-9999",NA,"-9999",NA,"474809",NA,"83408880",NA,"18","180200031104",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11364150,NA,"-9999",NA,NA,NA,NA
"1438","2357",NA,NA,NA,"-9999",NA,-114.8679,42.8657,ID,NA,hc1682,hc1682_p01,UPPER MALAD,42.8657,-114.8679,"823",P-2726,"23251991","-9999",NA,"-9999",NA,"463649",NA,"59648523",NA,"17","170402190906",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1439","2434",NA,NA,NA,"-9999",NA,-117.6098,33.8585,CA,NA,hc1926,hc1926_p01,CORONA,33.8585,-117.6098,"480",P-6010,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180702031001",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1440","2317",NA,NA,NA,"-9999",NA,-114.526903,42.616293,ID,NA,hc1927,hc1927_p01,ROCK CREEK II,42.616293,-114.526903,"10809",P-6015,"24491010","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170402120608",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-13093000,NA,"-9999",NA,NA,NA,NA
"1441","2770",NA,NA,NA,"-9999",NA,-120.5805,39.5615,CA,NA,hc1928,hc1928_p01,LOWER HAYPRESS CREEK,39.5615,-120.5805,"10253",P-6028,"8058421","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201250201",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1442","2771",NA,NA,NA,"-9999",NA,-120.5622,39.5693,CA,NA,hc1928,hc1928_p02,HAYPRESS CREEK,39.5693,-120.5622,"10253",P-6061,"8058309","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180201250201",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1443","363",NA,NA,NA,"-9999",NA,-70.5009,44.4722,ME,NA,hc7368,hc7368_p01,UPPER SPEARS HYDRO STATION,44.4722,-70.5009,NA,P-9079,"6712239","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010400020503",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1444","1706",NA,NA,NA,"-9999",NA,-105.3833,40.167,CO,NA,hc7369,hc7369_p01,SUNSHINE POWERHOUSE,40.167,-105.3833,NA,P-9087,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"10","101900050103",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1445","475",NA,NA,NA,"-9999",NA,-72.3494,43.3744,NH,NA,hc7370,hc7370_p01,LOWER VILLAGE,43.3744,-72.3494,NA,P-9088,"9330944","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010801060407",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-01152500,NA,"-9999",NA,NA,NA,NA
"1446","1204",NA,NA,NA,"-9999",NA,-75.4254,44.3042,NY,NA,hc1932,hc1932_p01,FOWLER NO 7 MILL,44.3042,-75.4254,"6572",P-6059,"15493028","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"04","041503020801",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1447","2941",NA,NA,NA,"-9999",NA,-155.090846,19.726334,HI,NA,hc4127,hc4127_p01,PUUEO,19.726334,-155.090846,"771",NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"20","200100000405",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1448","2463",NA,NA,NA,"-9999",NA,-118.1685,33.9405,CA,NA,hc1934,hc1934_p01,RIO HONDO,33.9405,-118.1685,"482",P-6093,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180701050303",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,USGS-11102500,NA,"-9999",NA,NA,NA,NA
"1449","2942",NA,NA,NA,"-9999",NA,-162.315473,55.118612,AK,NA,hc4129,hc4129_p01,DELTA CREEK,55.118612,-162.315473,"7493",NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"19","190301012204",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1450","278",NA,NA,NA,"-9999",NA,-71.8944,43.1133,NH,NA,hc1936,hc1936_p01,HOSIERY MILL,43.1133,-71.8944,"10036",P-6116,"6761432","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010700030301",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-01085000,NA,"-9999",NA,NA,NA,NA
"1451","888",NA,NA,NA,"-9999",NA,-83.8965,33.5704,GA,NA,hc1577,hc1577_p01,PORTERDALE HYDRO,33.5704,-83.8965,"50242",P-2568,"6331328","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"03","030701030502",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1452","2635",NA,NA,NA,"-9999",NA,-120.7191,37.6433,CA,NA,hc1938,hc1938_p01,STONE DROP,37.6433,-120.7191,"499",P-6147,"-9999","-9999",NA,"-9999",NA,"479782",NA,"145018463",NA,"18","180400091308",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1453","2442",NA,NA,NA,"-9999",NA,-117.955,33.9242,CA,NA,hc1939,hc1939_p01,COYOTE CREEK,33.9242,-117.955,"483",P-6174,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180701060603",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1454","2398",NA,NA,NA,"-9999",NA,-121.7034,47.5349,WA,NA,hc1940,hc1940_p01,BLACK CREEK,47.5349,-121.7034,"54860",P-6221,"23971315","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","171100100104",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-12143000,NA,"-9999",NA,NA,NA,NA
"1455","2006",NA,NA,NA,"-9999",NA,-111.3134,40.4397,UT,NA,hc1941,hc1941_p01,LAKE CREEK,40.4397,-111.3134,"159",P-6227,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"16","160202030303",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1456","2316",NA,NA,NA,"-9999",NA,-114.9167,42.5667,ID,NA,hc1943,hc1943_p01,LATERAL NO. 10,42.5667,-114.9167,"54753",P-6250,"23195790","-9999",NA,"-9999",NA,"462868",NA,"73611216",NA,"17","170402130906",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-13108000,NA,"-9999",NA,NA,NA,NA
"1457","2944",NA,NA,NA,"-9999",NA,-156.369572,20.90362,HI,NA,hc4137,hc4137_p01,PAIA HYDRO,20.90362,-156.369572,"58277",NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"20","200200000203",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1458","1727",NA,NA,NA,"-9999",NA,-105.1333,40.1833,CO,NA,hc1945,hc1945_p01,BETASSO,40.1833,-105.1333,"54680",P-6282,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"10","101900050703",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,USGS-06725100,NA,"-9999",NA,NA,NA,NA
"1459","469",NA,NA,NA,"-9999",NA,-72.4819,43.2951,VT,NA,hc7388,hc7388_p01,LOVEJOY,43.2951,-72.4819,NA,P-9649,"6090059","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010801060505",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1460","1330",NA,NA,NA,"-9999",NA,-81.5553,36.4588,NC,NA,hc1947,hc1947_p01,SHARP FALLS,36.4588,-81.5553,"2782",P-6322,"6891528","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"05","050500010106",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1461","1826",NA,NA,NA,"-9999",NA,-105.915276,35.679858,NM,NA,hc7534,hc7534_p01,SANTA FE CANYON HYDROELECTRIC PROJECT,35.679858,-105.915276,NA,P-13727,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"13","130202010102",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1462","3028",NA,NA,NA,"-9999",NA,-65.7792,18.2581,PR,NA,hc7002,hc7002_p01,RIO BLANCO,18.2581,-65.7792,NA,P-663,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"21","210100050202",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1463","2281",NA,NA,NA,"-9999",NA,-120.852939,48.082566,WA,NA,hc7003,hc7003_p01,TRINITY,48.082566,-120.852939,NA,P-719,"23080824","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170200110301",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1464","1165",NA,NA,NA,"-9999",NA,-75.3402,43.5834,NY,NA,hc1952,hc1952_p01,PORT LEYDEN HYDROELECTRIC PROJECT,43.5834,-75.3402,"10817",P-6412,"15515246","-9999",NA,"-9999",NA,"15621",NA,"131846603",NA,"04","041501010305",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant associated with reservoir; no inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1465","2324",NA,NA,NA,"-9999",NA,-114.6634,42.6311,ID,NA,hc1953,hc1953_p01,LITTLE MAC PROJECT,42.6311,-114.6634,"10049",P-6443,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170402120703",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1466","2336",NA,NA,NA,"-9999",NA,-114.537465,42.63221,ID,NA,hc1954,hc1954_p01,ROCK CREEK,42.63221,-114.537465,"50987",P-6450,"24491004","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170402120704",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1467","2344",NA,NA,NA,"-9999",NA,-114.0677,42.5873,ID,NA,hc2076,hc2076_p01,S E HAZELTON A,42.5873,-114.0677,"50896",P-10164,"24491354","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170402120108",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1468","611",NA,NA,NA,"-9999",NA,-78.944872,39.675613,MD,NA,hc7545,hc7545_p01,FROSTBURG LOW HEAD PROJECT,39.675613,-78.944872,NA,P-14059,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"02","020700020301",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1469","2476",NA,NA,NA,"-9999",NA,-118.9977,34.2372,CA,NA,hc7400,hc7400_p01,WOODCREEK ROAD POWERHOUSE,34.2372,-118.9977,NA,P-9879,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180701030105",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1470","2182",NA,NA,NA,"-9999",NA,-121.082538,45.219549,OR,NA,hc7550,hc7550_p01,OAK SPRINGS HYDROELECTRIC PROJECT,45.219549,-121.082538,NA,P-14235,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170703061108",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1471","2843",NA,NA,NA,"-9999",NA,-120.9869,42.5017,OR,NA,hc1961,hc1961_p01,NORTH FORK HYDRO,42.5017,-120.9869,"10737",P-6552,"24084634","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180102020507",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,USGS-11495800,NA,"-9999",NA,NA,NA,NA
"1472","1728",NA,NA,NA,"-9999",NA,-105.15,40.1667,CO,NA,hc7403,hc7403_p01,ORODELL POWERHOUSE,40.1667,-105.15,NA,P-9903,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"10","101900050703",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1473","2151",NA,NA,NA,"-9999",NA,-122.6305,44.5809,OR,NA,hc1963,hc1963_p01,LACOMB IRRIGATION DISTRICT,44.5809,-122.6305,"52155",P-6648,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170900060602",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Canal/conduit,Canal/conduit,NA,NA,"-9999",NA,NA,NA,NA
"1474","2143",NA,NA,NA,"-9999",NA,-122.3511,44.3801,OR,NA,hc1964,hc1964_p01,FALLS CREEK,44.3801,-122.3511,"52187",P-6661,"23787167","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170900060208",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"1475","2283",NA,NA,NA,"-9999",NA,-116.179965,48.117385,ID,NA,hc7056,hc7056_p01,JAMES E. WHITE,48.117385,-116.179965,NA,P-3922,"22977928","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170102131310",Unable to add inventoried dam info.,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
